Age,Sex,Occupation,Fee Structure ID,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Contact_to_Meeting_Days,Bank_Joined_Days,Nationality
42,F,Human Resources Assistant II,H,Jade,Retail,89395.04000000001,19146.8,1,775.1999999999999,76618.944,415038.7922399999,233083.37970000005,11554.127999999999,1042244.544,2,91,11421,Asian
71,F,Budget/Accounting Analyst I,H,Silver,Retail,83916.94080000001,1991.68,2,3020.8896000000004,556722.2016,245982.57984000002,26913.388147200003,24446.016000000003,110532.55680000002,1,-320,12127,Asian
80,M,VP Product Management,H,Jade,Retail,185453.7025,34224.3,1,808.8960000000001,81096.57600000002,37145.8032,51315.568128000006,12944.448000000002,426419.8400000001,1,13,4909,European
39,M,Librarian,H,Silver,Retail,197406.03960000002,11507.94,2,5608.062,973262.6658000001,375131.47410000005,524301.401448,12894.519600000001,402418.2762,3,101,12534,Indian
75,F,Electrical Engineer,L,Jade,Retail,328178.8224,58406.76,1,3543.8344000000006,219621.0608,72826.17958000001,42305.3897742,33823.9216,488293.09160000004,0,-209,9913,European
51,M,Structural Engineer,H,Platinum,Investments Only,114861.30989999998,39705.63,1,122.6013,390831.8601,473185.76151599997,136131.90369767998,73873.14,581358.9657000001,1,-551,12543,Indian
59,F,Assistant Professor,H,Jade,Retail,323979.45,36752.670000000006,1,2910.4722,2080975.6260000004,334798.79137200007,339262.77525696,65549.20860000001,1225924.2423000003,2,-376,3504,European
22,F,Civil Engineer,L,Platinum,Retail,89581.21979999999,22710.719999999998,3,1879.3621,205523.857,357773.59156000003,107467.94085719997,889.0112,155807.73669999998,2,-383,4746,European
45,F,Database Administrator II,L,Gold,Private Bank,86007.39839999999,9009.88,1,4231.612,975004.0608,312225.55795200006,840893.9301100799,17761.251200000002,1366749.0144000002,0,-295,6894,Indian
58,F,Automation Specialist I,H,Jade,Commercial,38135.1168,14376.0,1,2302.8,90593.92960000002,363338.149824,61487.99458559999,4458.2208,733259.0304,3,-371,8409,Pacific Islander
25,F,Web Developer IV,MR,Jade,Commercial,168548.80860000002,20687.49,3,4200.144,479366.238,138466.09075000003,440322.16858500004,26218.517000000003,1180921.885,3,99,13057,European
36,F,Developer I,H,Jade,Retail,52311.34720000001,20907.04,1,980.9464,253965.3648,44123.598119999995,42541.60569960001,24562.087199999998,594204.0048,1,-341,12085,European
71,M,Junior Executive,MR,Gold,Commercial,348995.07720000006,60023.810000000005,2,5243.7,75319.86,81592.12215,27793.126053,20904.345,1145747.8725,3,-156,4158,European
68,F,Administrative Assistant I,MR,Silver,Retail,151372.0164,28841.449999999997,1,1263.6691999999998,468449.35399999993,458741.2926559999,388664.60553648,8605.030799999999,1132663.7532,3,-315,6192,European
23,M,Research Associate,H,Jade,Retail,211439.7824,47870.12,1,8344.8912,530674.1724,391927.78656000004,329551.4829024,34703.173200000005,492411.00720000005,3,-486,8551,Indian
42,M,Safety Technician IV,H,Gold,Investments Only,111739.6764,7947.32,1,1404.708,31372.1958,149860.56295000002,253264.35138550002,22981.1764,498825.2438,2,97,6658,European
69,F,Research Assistant III,MR,Gold,Commercial,63751.52,21452.800000000003,2,3814.696,229166.26400000002,50235.92048,34195.07138880001,20909.336,476986.32800000004,3,-193,4895,European
47,F,Media Manager II,L,Jade,Investments Only,52279.756799999996,21017.76,2,2159.1360000000004,976660.4160000001,310299.984,367705.48104000004,11617.344000000001,338329.224,1,-18,8179,European
57,F,Geological Engineer,MR,Silver,Institutional,48676.3956,2889.27,2,1604.4017999999996,74495.91629999998,58466.854643999985,87806.58533808,996.2630999999999,312041.10779999994,1,51,7462,Maori
50,F,Director of Sales,H,Jade,Investments Only,157185.10080000004,48841.0,1,548.0868000000002,313641.87400000007,404294.5924160001,347071.35779712006,4902.7116000000005,1113509.6356000002,2,-90,12779,Asian
81,F,Editor,MR,Platinum,Retail,220180.16160000002,17029.260000000002,1,3655.3457000000003,622004.8732,213314.356992,157464.77988863998,6666.812,458090.8765,1,-303,5423,European
54,F,Human Resources Assistant I,H,Jade,Retail,263984.7744,26163.36,3,1761.408,307888.81200000003,258489.0,168017.85,842.688,88652.12400000001,2,251,7325,Maori
53,F,Executive Secretary,H,Gold,Retail,85194.7008,2845.12,2,1853.9840000000004,42562.432,168358.05184,82390.22161920002,6928.416000000001,489719.64800000004,3,-192,5342,European
24,F,Biostatistician II,H,Jade,Investments Only,283653.7275,9129.9,1,296.088,0.0,749850.3433200001,1038705.7364424,96113.004,1260093.744,0,-190,10726,Asian
82,M,Pharmacist,MR,Jade,Retail,121607.69280000002,6142.400000000001,1,1114.56,333286.56,42692.6448,33387.8376,17758.08,200671.2,3,-68,4387,Asian
22,F,Human Resources Assistant I,MR,Jade,Retail,87332.5972,16905.82,1,2297.856,79256.584,103801.479936,13247.04601088001,11787.283200000002,414001.54400000005,1,38,9563,Asian
48,M,Electrical Engineer,MR,Platinum,Retail,337285.10160000005,17643.420000000002,1,8601.390000000001,1379713.3056,367145.051436,593881.9277958,29281.888800000004,1798583.6160000002,3,-2,8728,Asian
84,M,Nurse,MR,Jade,Retail,91733.4728,34793.04,2,1347.7343999999998,267703.901,239928.62435999996,311374.0369472,23695.871,821628.7133999999,0,128,7710,European
63,M,Software Test Engineer II,MR,Silver,Commercial,91056.08200000001,14258.94,1,4114.9725,872782.2000000001,359781.33690000005,367776.47771999997,2899.425,1192080.75,3,-413,9472,European
31,F,Information Systems Manager,MR,Jade,Commercial,112872.9437,6467.23,1,658.5408,778983.4368,55896.879168,60325.631902079986,9882.374399999999,1044664.1567999999,3,-338,3693,Asian
46,F,Safety Technician I,L,Silver,Commercial,157179.5785,31953.39,1,1795.6196999999997,396817.70939999993,171105.66534599997,70516.2742032,7609.5284999999985,246235.90739999997,2,-172,5666,Indian
30,M,Systems Administrator IV,H,Silver,Investments Only,90299.9899,10341.289999999999,2,1432.8448,243699.4816,88918.68384,138713.14679039997,8754.995200000001,431829.504,3,170,6531,Indian
75,M,Human Resources Assistant IV,H,Silver,Retail,169548.05849999998,13919.5,2,4898.557,87256.75349999999,208367.028896,96169.39795199998,46589.0749,1556067.506,3,217,11662,European
52,F,Project Manager,MR,Jade,Private Bank,69036.2112,15960.960000000001,2,1143.2703999999999,518304.544,389879.2896,132558.958464,35216.0,469716.4608,1,-2,8654,Indian
36,F,Social Worker,H,Gold,Investments Only,169542.75,37776.0,1,4553.594999999999,399086.39999999997,877872.5987999998,243826.02321600006,33724.38,686156.0549999999,2,102,3610,European
60,F,Budget/Accounting Analyst I,MR,Jade,Retail,405234.66599999997,63185.92,2,11039.648000000001,1298729.344,907099.4617600001,578202.7536896,108387.52,1677986.5920000002,2,-307,11652,European
79,F,Community Outreach Specialist,H,Jade,Commercial,93963.8976,14025.96,2,2831.6839999999997,184629.7336,226013.195232,181221.48926784002,46654.454399999995,483555.45680000004,2,-191,6922,Asian
52,F,Operator,L,Platinum,Retail,307310.1696,15364.6,1,2729.1732,320438.2224,422850.986208,78126.75364224002,9195.3816,287217.25080000004,2,-329,8471,European
85,M,Teacher,H,Gold,Retail,103453.5,8983.0,1,4557.105,399276.535,348491.9284,372569.552544,53789.784999999996,135178.645,0,-441,4937,European
56,M,Account Executive,MR,Silver,Investments Only,158271.47160000002,5466.780000000001,1,6840.992400000001,1891943.6976000003,600926.6989440001,714332.3528985601,68045.18160000001,1833578.6964,0,-128,12827,European
20,F,Structural Analysis Engineer,H,Jade,Retail,101285.0208,33915.6,1,3632.9472,662146.0991999999,920614.2566400002,234756.63544319986,60285.77279999999,1749833.6256,3,-222,5404,Asian
46,M,Pharmacist,MR,Jade,Retail,253872.84999999998,5571.13,1,2467.0352000000003,565655.0984,39458.05203200001,52761.05243136,10962.6272,333489.3912,1,42,4513,Maori
50,M,Office Assistant II,H,Jade,Retail,153146.6244,7630.740000000001,1,3506.2146000000002,1187401.761,714592.57212,246051.6045624,35088.3414,1650593.5866,1,108,9906,Asian
59,M,Project Manager,MR,Gold,Private Bank,184133.2436,9751.08,1,914.0016,470180.94080000004,174411.40248800005,54707.779160159975,25567.020800000002,401293.30960000004,1,82,6155,European
55,M,Technical Writer,H,Gold,Retail,78017.16,6864.0,2,2082.003,424736.46599999996,251364.5904,54941.117616,11632.466999999999,538018.404,1,-485,8200,Asian
30,F,Office Assistant I,MR,Silver,Retail,289639.02239999996,46736.719999999994,2,284.94179999999994,1411625.6622,539397.4753439999,551212.8486134398,35884.4382,781504.2143999999,2,-400,5354,Pacific Islander
53,M,Geologist III,MR,Jade,Retail,33731.48159999999,13942.08,1,1505.304,64205.78399999999,159534.12024,214820.944668,26842.104000000003,701990.7119999999,3,-433,7147,Indian
71,M,Biostatistician III,H,Jade,Retail,92116.88750000001,33885.5,1,3782.5920000000006,162624.132,481798.50246000005,513823.9323294001,9406.584,801593.4960000002,2,-151,12645,European
45,F,Software Consultant,H,Jade,Investments Only,64691.1096,21673.08,2,10337.5506,2051947.8486000001,495750.1536,633733.946352,31468.4604,1905328.2378000002,2,-78,11560,Asian
66,M,Computer Systems Analyst IV,L,Platinum,Retail,275620.6776,49539.44,1,3034.768,764208.126,835035.3730400001,160854.18238560003,34122.22,1557477.3720000002,1,-226,4154,Asian
80,F,Safety Technician III,L,Platinum,Investments Only,265014.945,9191.25,1,2691.312,2333487.546,856454.85432,1173793.9161311998,62740.47,861028.662,0,-202,11564,European
83,F,Senior Financial Analyst,H,Jade,Commercial,83976.6816,8712.36,1,4657.572,642988.548,54977.516784,14100.990115679999,4651.3008,711621.0432,2,-150,4434,Indian
22,M,Programmer Analyst IV,MR,Jade,Investments Only,30843.8512,2760.94,2,2442.9471999999996,375495.66179999994,37402.32505,111084.90539849998,25121.246199999998,658264.7133999999,2,95,8602,Pacific Islander
45,F,Geologist II,H,Gold,Private Bank,26777.4039,2692.98,3,2385.1422000000002,74520.7911,121015.31387400001,261765.43277976,11673.263700000001,665923.6584000001,3,96,3462,European
85,F,Staff Accountant I,H,Silver,Retail,130641.06760000001,27325.539999999997,1,6217.124399999999,741852.5031999998,240676.05353999996,76028.94819519998,37929.30879999999,107874.25219999999,3,-42,9893,Indian
49,M,Project Manager,MR,Platinum,Retail,34495.7584,6816.59,1,1606.3146,313816.2984,233808.59779200002,176358.48519167997,20636.262899999998,207558.00449999998,3,175,8204,Pacific Islander
58,M,Biostatistician II,H,Silver,Retail,164815.0889,51955.82,1,2588.7125000000005,325312.1685,220863.51144000003,424057.94196480006,31529.597000000005,673669.5900000001,3,38,8502,European
83,M,Librarian,H,Gold,Retail,107321.54879999999,37506.24,1,2311.0272,241977.1968,230786.96256000004,48829.6626048,7226.236800000001,220153.07520000002,0,-372,7572,Indian
36,M,Structural Engineer,L,Gold,Retail,85695.94880000001,21318.640000000003,2,2099.1600000000003,167155.88400000002,240802.0272,174982.80643200004,21268.044,222571.18800000002,2,-342,3606,European
18,M,Quality Engineer,L,Platinum,Commercial,73501.03680000002,26561.820000000003,1,1371.2064,332813.4336,152585.17171199998,179033.26814208,22356.768,634366.8864000001,1,22,6445,Pacific Islander
80,F,Senior Developer,H,Platinum,Retail,107496.9585,12335.75,2,2920.1940000000004,53270.88300000001,51558.033240000004,140532.46774560004,25310.097,756921.726,1,-384,3267,Pacific Islander
39,M,Account Coordinator,MR,Jade,Retail,112479.913,41059.71,1,4486.428,1336520.736,937936.9271999998,233144.32190400004,33188.147999999994,858167.52,1,-36,12383,Indian
51,M,Senior Editor,L,Platinum,Retail,57417.242099999996,14002.65,1,1135.9677,316305.4737,123886.54631699997,112149.92613960001,2178.6887999999994,298022.53679999994,3,-327,9369,European
73,F,Accounting Assistant IV,L,Silver,Private Bank,75923.90400000001,41772.4,1,5131.280000000001,847139.6751999999,177138.063088,125706.94270176001,60746.358400000005,317164.4168,0,-130,5932,Maori
51,F,Geological Engineer,H,Jade,Commercial,312143.01360000006,11784.300000000001,3,667.7220000000001,117136.56900000002,387569.63916,160195.45085280004,14334.355200000002,140535.1398,1,7,11881,Pacific Islander
84,F,Paralegal,L,Jade,Private Bank,80694.35639999999,20594.93,3,3556.678,883373.2955,662601.36345,196231.9422525,61991.71690000001,1505321.9031999998,3,-65,12734,Asian
64,M,Accountant II,L,Gold,Private Bank,134525.8816,27954.96,1,5305.344,1028225.0880000001,637986.11712,434270.5500672001,58722.75200000001,755999.552,1,-489,7106,Indian
83,F,Human Resources Assistant IV,H,Jade,Commercial,389998.6816,11941.880000000001,3,351.12000000000006,556818.4384000001,313719.072128,186396.48266624004,39035.606400000004,948488.7552,1,-79,3876,European
20,F,Assistant Manager,H,Silver,Commercial,184725.6459,6980.26,2,8645.243999999999,1416842.8598999998,393582.34335,382006.392075,66035.66129999999,1396071.9508999998,3,-450,12138,Asian
51,F,Web Developer IV,MR,Silver,Retail,408724.64360000007,67128.88,1,8298.0352,1939256.8832,587984.819968,1199179.56704,2008.1152000000004,1813619.2256000002,1,-246,7234,European
70,M,Environmental Tech,MR,Jade,Commercial,154622.18750000003,11249.7,2,1325.1315,315275.422,141611.14968,232569.08043600002,9280.155500000003,364749.1155,1,-208,5354,Indian
24,M,Budget/Accounting Analyst II,H,Silver,Investments Only,79608.88320000001,18496.0,1,3963.5744,484321.96160000004,211867.54080000002,161019.331008,37278.02880000001,514018.7392,2,-465,11479,Asian
69,M,Dental Hygienist,MR,Gold,Institutional,268568.8602,22914.64,1,1692.8845999999999,1524878.2244,576928.685494,408324.22067208,21131.3684,1978090.2125999997,2,228,9742,Indian
34,M,Software Engineer III,H,Jade,Retail,483509.98079999996,48809.2,1,11789.6592,508334.9568,979262.9172480002,1241535.07247616,121034.99760000002,1301616.9936,1,102,10588,Asian
26,M,Help Desk Technician,MR,Silver,Investments Only,178665.87860000003,48672.69,1,1214.0720000000001,1006654.6560000002,364730.71392000007,205059.71249280003,38404.744000000006,1614847.8480000002,0,46,4295,Pacific Islander
38,M,Paralegal,H,Silver,Retail,98577.63180000002,56161.350000000006,1,5784.7851,532591.281,452044.61556299997,1076595.28925859,51261.327900000004,1415771.9541000002,2,-256,5108,Asian
49,F,Programmer Analyst IV,L,Gold,Retail,392641.07999999996,53905.85,1,9447.617,1927924.9649999999,854488.5719649999,1132694.1535349998,22579.03,1910822.856,0,-512,5085,European
49,M,Software Engineer IV,MR,Jade,Commercial,408476.09530000004,18739.63,1,10403.0472,336890.8088,1446187.7743040002,361899.6723014401,50887.92800000001,454809.992,0,-70,3528,European
65,F,Administrative Assistant II,L,Jade,Retail,105806.96639999998,9856.08,1,1192.212,453765.564,158619.41802,233017.0418268,6831.594,966530.88,1,-305,6208,Indian
30,M,Account Coordinator,H,Gold,Private Bank,69401.205,3297.6,1,211.12199999999999,530889.912,70453.30284,56240.114788800005,19972.007999999998,468691.506,2,-427,4757,Asian
40,F,Research Assistant IV,MR,Jade,Retail,304304.4375,4215.0,1,7210.529999999999,984328.0274999999,834454.75455,852998.1935399998,42174.142499999994,1285732.08,3,2,7440,European
50,F,Accountant III,MR,Silver,Retail,60079.8848,41147.08,2,4626.585599999999,229342.9632,188541.25056000001,22997.377228799985,27676.1472,121301.60639999999,2,-135,10021,European
18,M,Office Assistant I,MR,Gold,Private Bank,31919.924399999996,2104.62,1,4631.088,786649.9199999999,360069.16175999993,129063.75148799995,2177.9519999999998,1127938.0559999999,0,-461,3457,European
42,M,Engineer III,MR,Jade,Retail,24695.470800000003,2198.56,1,2961.8940000000002,238560.06200000003,27378.013520000004,40649.1453368,22675.406000000003,127528.414,1,-42,10251,Maori
62,M,Software Engineer IV,H,Silver,Private Bank,283690.35000000003,55813.86,1,9466.9236,497887.2846000001,1440203.871753,644540.5546598702,90804.74220000001,485154.48960000003,2,-183,6728,European
34,M,Computer Systems Analyst II,H,Jade,Commercial,164952.7136,5372.06,3,4375.4283000000005,400864.10880000005,331973.526652,201931.48310832004,30280.998400000004,583585.2626,1,98,12260,Indian
73,M,Health Coach IV,MR,Gold,Commercial,265206.49859999993,18207.989999999998,1,2765.4480000000003,1400917.653,459818.74908,264584.231028,8843.5395,918604.2465,1,-474,3914,European
18,M,Environmental Tech,H,Gold,Retail,205319.69999999998,55892.700000000004,1,3732.8039999999996,406934.307,743887.3949999999,624865.4117999999,36881.918999999994,2205872.406,3,-321,4831,Asian
80,F,Structural Analysis Engineer,H,Jade,Retail,153074.8128,32553.920000000002,1,1960.1008000000002,378926.04400000005,210499.503648,326893.3468416,38065.52960000001,2138641.6296,0,-262,12672,Asian
24,F,Community Outreach Specialist,H,Gold,Retail,236725.9964,46291.630000000005,1,4390.7252,141978.3734,1210548.51468,431974.6805015998,7244.5844,2380418.0934,2,-218,12900,European
59,M,Geologist I,L,Silver,Retail,219866.95,57893.5,1,806.888,985605.6,461454.8544,138180.09251200003,9048.012,2885490.444,2,-2,3980,European
73,F,Web Developer II,H,Silver,Commercial,89252.5194,40894.270000000004,1,3609.0456000000004,1275625.7088000001,553300.524832,78946.53829920005,40142.793600000005,1816702.8784000003,3,-489,6161,Asian
27,F,Staff Accountant I,H,Gold,Retail,91714.86720000002,17365.920000000002,1,6715.8432,409370.90040000004,338515.55020800006,182798.39711232,39718.126800000005,1608167.088,1,210,11586,European
70,M,Registered Nurse,H,Silver,Investments Only,210198.0672,53140.12,1,6941.952,359158.03640000004,827623.4946000001,438640.45213800005,36083.688,2552969.134,3,-541,4956,European
69,M,Marketing Manager,MR,Jade,Institutional,97272.8028,63385.740000000005,2,2911.2048000000004,710326.7136000001,186131.149344,339719.36870592,45223.012800000004,837999.6912000001,3,-358,9014,European
23,M,Account Coordinator,MR,Jade,Investments Only,38769.12,22136.4,2,2060.0736,630268.3088000001,0.0,0.0,32172.296000000002,563383.8080000001,3,-224,5027,European
49,F,Systems Administrator II,H,Jade,Commercial,151622.88960000002,6327.4400000000005,1,2335.0656000000004,498311.65440000006,67243.36483199999,23627.291889600005,29542.060800000003,1034374.3200000001,1,-93,10519,Pacific Islander
65,F,Programmer II,L,Gold,Investments Only,121368.61439999999,12271.6,1,428.4016,796084.3836,407405.79756800004,361718.1474121599,41433.634000000005,984173.5728000001,3,-159,9080,Maori
57,F,Office Assistant II,MR,Platinum,Retail,120699.63749999998,20714.37,1,8147.334899999999,1333483.3820999998,36979.473216,15399.309203519999,33630.581399999995,551140.4955,3,-255,11340,European
27,F,Food Chemist,H,Jade,Investments Only,67009.95670000001,44738.490000000005,1,3681.6528,1561287.2226,455949.9773,1326814.433943,94104.7526,779298.1702,2,-260,11354,Indian
83,F,Recruiter,L,Jade,Investments Only,96970.5,11447.0,2,2675.36,322551.54000000004,204503.9112,298121.257216,20784.64,992813.86,3,-29,9025,European
48,F,Research Assistant I,H,Jade,Investments Only,267003.89819999994,44556.799999999996,1,1898.915,532788.3077,346471.473504,759995.3674684799,20617.585400000004,1858738.5901,2,-139,8519,Asian
76,M,Community Outreach Specialist,H,Silver,Commercial,126128.00970000002,13184.820000000002,3,2736.657,122046.30900000001,283296.84768000006,346802.55770159996,26945.572500000002,563428.7505000001,3,44,5690,Indian
85,M,Project Manager,L,Silver,Investments Only,41843.49,22510.5,3,2900.637,45830.16,260908.56324,232610.01907319998,19140.102,114520.068,0,87,7876,Pacific Islander
66,M,Geologist III,H,Silver,Commercial,347255.25119999994,42861.28,1,5430.1896,302025.0024,460693.02549599996,709354.8951112801,60299.2368,1886984.352,2,-88,8364,European
57,F,Tax Accountant,H,Platinum,Retail,107085.6,59011.200000000004,2,6579.136,1051478.016,321680.86528,132236.9178624,92473.47200000001,2468737.2800000003,0,-106,11348,Indian
51,M,Media Manager III,H,Jade,Retail,217507.20959999997,53270.12,1,1928.0856,827684.7432,990871.9485839999,239480.61793488005,56953.2936,652250.6255999999,0,-20,12136,Asian
28,M,Systems Administrator II,L,Jade,Commercial,143860.59,23701.5,2,1040.3459999999998,117625.131,100812.9987,151325.61699600003,16393.41,365977.854,2,-379,11125,Asian
28,F,Help Desk Operator,MR,Platinum,Private Bank,90349.75950000001,25990.47,1,4055.9211,284797.359,442413.58669200004,396252.32000508,20467.3392,1056700.6065,3,293,8225,European
59,M,Statistician IV,H,Silver,Commercial,176427.4176,27706.32,2,3806.8704,480303.432,248469.22713599997,601104.3994944,54766.23839999999,1954773.7775999997,0,-174,10387,Indian
54,M,Environmental Specialist,L,Jade,Retail,85339.6219,14677.02,1,4348.434,590535.99,381704.43872499996,672852.7899180001,73264.701,572708.9650000001,2,-276,6671,Pacific Islander
78,M,Health Coach I,L,Silver,Commercial,95433.8706,7874.280000000001,1,3123.9972,392978.5065,118665.75046499999,31988.158821000005,30605.714999999997,647400.7566,1,-103,10135,Indian
62,F,Human Resources Assistant IV,L,Jade,Retail,128311.79789999999,31757.649999999998,1,4977.207,590868.8910000001,334923.25986,319541.59903680003,46048.743,417504.88800000004,0,-84,10941,European
36,F,Programmer IV,MR,Gold,Retail,139312.12680000003,39531.780000000006,1,5601.1392000000005,483612.8976000001,792591.336576,528029.81457408,64852.228800000004,939253.7520000001,2,339,10495,Asian
38,F,Web Developer III,H,Silver,Retail,119319.2,10576.0,1,427.90000000000003,39492.86000000001,19231.377000000004,40997.79915000001,15670.6,562130.5800000001,0,-78,9035,European
52,M,Programmer Analyst III,H,Gold,Retail,520192.43519999995,7529.280000000001,1,8224.248,1265803.8684,1331772.8446799999,147297.28571280008,25701.4236,676160.3112,0,93,12449,Pacific Islander
38,M,Media Manager I,H,Jade,Investments Only,164456.6275,15224.550000000001,1,2374.7625000000003,286993.575,497048.1862500001,148468.93875,14911.875000000002,184435.7625,1,-447,3234,Asian
23,F,Computer Systems Analyst II,L,Jade,Private Bank,141462.6304,17063.28,1,1695.2,216353.69600000003,319146.58048,228189.80504320003,25975.872000000003,847790.1120000001,0,259,3458,European
78,F,Mechanical Systems Engineer,MR,Jade,Investments Only,35372.288,7869.120000000001,1,968.5060000000002,49589.23200000001,102194.64640000003,134896.93324800002,1997.5340000000003,267621.662,2,-178,8305,Indian
20,F,Information Systems Manager,H,Jade,Commercial,138843.117,2686.18,1,5526.465,0.0,976557.3678,317638.13331600005,49417.725,204951.81,2,-39,7783,Indian
21,F,Software Test Engineer I,H,Jade,Retail,231444.0,38136.8,1,2654.6640000000007,348567.43200000003,709748.3340000001,130120.52790000004,18695.856,1077679.104,0,65,5356,European
18,M,Speech Pathologist,H,Gold,Retail,225201.83479999998,29087.359999999997,2,5931.8888,1119212.5604,96676.12359999999,275526.95226,54287.0304,1294712.7036000001,3,-156,10261,European
75,M,Project Manager,H,Silver,Investments Only,317499.064,18870.550000000003,1,6092.892900000001,1311917.4927,261567.75344000003,118826.49370560003,51714.733900000014,1603901.6569000003,3,72,5794,Asian
28,F,General Manager,H,Gold,Retail,55235.700000000004,12207.3,1,655.776,347648.928,248001.4944,60687.42451199999,7385.664,106479.912,1,-7,9043,Indian
85,F,Health Coach III,H,Silver,Private Bank,150196.4265,66077.95999999999,2,3824.4408,891587.909,404280.80082599993,248593.05713536,23281.7075,409773.19949999993,0,-119,7911,European
59,F,Office Assistant III,MR,Gold,Retail,234132.47999999998,39704.4,1,190.944,769636.08,391006.68191999994,79680.82112640001,9858.671999999999,284781.744,1,-254,11048,European
26,M,Accounting Assistant III,H,Silver,Investments Only,153831.92,40196.200000000004,3,2846.976,247560.89600000004,25679.016000000003,9501.235920000001,30877.088000000003,713172.064,3,-124,5537,Indian
36,M,Database Administrator I,MR,Silver,Institutional,303654.2018,53198.02,2,3769.1432999999997,638684.0226,50661.693108,54675.65802347999,19502.519399999997,1786195.5579,2,91,10994,Indian
81,M,Environmental Tech,H,Jade,Retail,438620.08320000005,23921.84,1,10085.913999999999,1465625.182,1334750.7936,497671.367328,37957.865999999995,1429116.7759999998,0,-480,6015,European
31,F,Statistician I,MR,Jade,Retail,259702.08,25161.0,1,5447.069999999999,929781.18,610120.125,536905.71,11431.8,1205359.77,2,-39,12356,European
41,F,VP Accounting,H,Platinum,Commercial,208180.62720000005,25055.520000000004,1,2210.7064,561524.3816000001,177251.53824000002,61447.199923200016,821.3744,173076.07520000002,3,-147,12257,European
81,F,Human Resources Assistant IV,MR,Jade,Commercial,316841.8032,24151.77,1,1710.5256,953280.0576000001,64084.20883200001,51358.91593536,43798.9032,302227.6536,2,-298,6322,European
36,F,Budget/Accounting Analyst I,L,Silver,Retail,139581.75,16584.5,2,2091.6,860536.7999999999,469802.604,186089.60771999997,22869.6,0.0,3,-420,10999,Asian
45,F,Systems Administrator II,L,Silver,Retail,114326.4825,13588.2,1,3798.7110000000002,41819.908500000005,215481.94056,182808.8649216,12755.088,87887.57400000001,0,-320,12015,Pacific Islander
27,M,Media Manager III,MR,Silver,Retail,122562.9704,31939.18,1,383.03280000000007,46697.21280000001,91961.148906,188576.08928694,4302.7848,322417.4868000001,2,-19,6882,European
50,M,Account Coordinator,H,Platinum,Private Bank,312862.5545,4803.99,3,601.2848,1650803.8606,502003.346144,525303.8788140799,5800.8278,969603.1504,0,136,9194,Asian
22,F,Programmer Analyst III,MR,Silver,Investments Only,75468.51810000002,12721.59,2,300.51000000000005,250297.38720000003,27020.31696,39140.859139199994,4510.8252,501587.9316,0,-132,9694,European
83,M,Financial Advisor,L,Silver,Investments Only,300114.2931,21075.829999999998,1,6228.36,1571582.4710000001,265100.005014,305644.7116632,35217.9156,2806283.3302,2,-230,11471,Indian
83,F,Statistician III,MR,Silver,Investments Only,27292.5312,14589.12,1,217.77919999999997,292330.3744,130287.21254400001,155041.78292736004,26925.209600000002,240492.60799999998,0,-187,9406,European
82,F,Quality Engineer,L,Jade,Retail,196324.94640000004,19666.68,3,1337.3118000000002,1576657.1568,586983.5829,285013.13969700004,12574.709400000002,1610318.7144000002,1,-320,6427,European
38,F,Cost Accountant,L,Gold,Institutional,42052.7646,20838.510000000002,1,412.37129999999996,573119.5040999999,256415.249475,280225.23692625,22730.8785,671394.603,1,-147,11071,Indian
62,M,Quality Control Specialist,MR,Jade,Retail,59748.6105,10261.08,2,620.1117,332586.7857,35372.99727,55299.78573210001,26115.453,189132.489,0,146,5652,Indian
81,M,Systems Administrator IV,H,Jade,Retail,102132.0441,8098.93,2,3620.7692,407811.0652,50841.486383999996,36351.66276456001,3991.0537000000004,968598.214,0,-200,9471,Pacific Islander
27,M,Database Administrator III,MR,Gold,Commercial,343075.5072,67354.12000000001,1,3351.9647999999997,1282807.2072,705979.0062000001,940520.920482,57412.3608,2670013.0152,2,282,6005,European
55,F,Web Developer I,H,Jade,Private Bank,273277.60109999997,12099.78,2,415.34639999999996,1359508.5818999999,375850.080207,1087320.3616655099,64122.975,1818194.3639999998,0,270,10521,Indian
61,M,Database Administrator II,MR,Silver,Commercial,72993.0928,46214.979999999996,3,786.1667999999999,407350.1123999999,75231.54097199999,22983.780923039998,9750.055199999999,1676387.9663999996,3,112,10255,European
28,M,Quality Engineer,H,Gold,Investments Only,154254.47939999998,13832.099999999999,2,2128.4984,67300.23999999999,145625.827984,20878.8837712,12108.516000000001,258688.75200000004,3,-317,4276,Pacific Islander
27,M,Administrative Officer,MR,Jade,Investments Only,380645.13240000006,5442.84,1,220.8492,678007.044,626687.088456,773673.69647568,94297.03139999999,2346744.7146,1,-525,3229,European
66,F,Analyst Programmer,H,Jade,Retail,298478.75200000004,6086.08,1,3117.52,318659.06240000005,236677.73472000004,242989.14097919996,27583.561600000005,427286.2272000001,1,-328,11534,Asian
82,F,Project Manager,H,Jade,Investments Only,157737.21600000001,6555.360000000001,1,3673.4544000000005,420009.37440000003,39012.093120000005,36011.16288000001,25108.776,394976.36640000006,3,2,6695,Indian
26,M,Project Manager,H,Jade,Retail,27244.4368,9861.1,2,1844.5,451198.69149999996,21461.76934,37273.8729132,1862.6815,163541.802,1,-339,4036,European
