Client ID,Age,Sex,Joined Bank,Banking Contact ID,NationalityID,Occupation,AdvisorID,Last Contact,Last Meeting,Fee Structure ID,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,Contact_to_Meeting_Days,Bank_Joined_Days,Occurrence
NZ57043,69,M,1996-02-21,BC_23,I,Professor,IA19,2015-12-18,2015-10-22,L,Jade,Investments Only,243163.98080000002,18336.0,1,758.4767999999999,425661.2352,1860597.153792,361782.779904,818662.7476684799,52488.8064,2249791.488,3,2,-57,10577,1
NZ68936,51,F,2012-07-30,BC_33,E,Accountant IV,IA11,2016-02-25,2015-02-02,H,Jade,Retail,75434.2933,20579.97,1,161.1225,452704.098,92375.97232500001,49267.185240000006,38322.831947399995,19550.181,799505.7945000001,3,1,-388,4573,1
NZ44846,47,M,2011-12-29,BC_35,E,Geological Engineer,IA20,2015-10-03,2015-06-04,H,Platinum,Retail,317895.33640000003,37634.020000000004,1,1540.1049999999998,378614.21499999997,677452.0970000001,512928.0163,354791.341086,19883.667999999998,994680.5469999999,0,3,-121,4787,1
NZ55021,75,M,1995-09-05,BC_12,E,Tax Accountant,IA3,2016-01-26,2016-03-06,H,Jade,Retail,77686.0119,13902.210000000001,1,8330.9625,1316597.1525,952781.823567,274963.881969,313458.82544466003,26215.074900000003,584240.3091,2,2,40,10746,1
NZ30407,81,F,2015-02-19,BC_45,PI,Account Representative I,IA18,2016-07-05,2014-12-11,H,Silver,Retail,141027.44040000002,30446.57,1,775.6749,866004.9398,309035.873146,244511.89963200002,61807.1746292,1484.0826000000002,1012817.0052,2,3,-572,3639,1
NZ15466,76,M,1995-09-07,BC_26,A,Associate Professor,IA12,2015-11-28,2015-11-14,L,Jade,Retail,121206.49079999999,24852.28,2,3497.835,542515.3049999999,1065754.4323999998,714682.38408,280356.10715840006,41697.702,546214.165,2,4,-14,10744,1
NZ15083,82,M,2003-11-18,BC_27,E,Cost Accountant,IA5,2016-01-28,2015-09-23,H,Gold,Retail,140152.038,33774.78,1,7373.106000000001,1208729.223,572741.0734500001,123033.26763000002,156634.07727240003,1415.2320000000002,2288946.1140000005,2,3,-127,7750,1
NZ37063,71,F,2011-11-28,BC_44,PI,Safety Technician III,IA4,2015-06-22,2015-09-23,MR,Jade,Investments Only,197043.6204,25437.06,3,4814.9802,162005.832,834989.6851559998,767287.8187920001,256364.40063167998,985.6578000000001,1541737.4748,0,4,93,4818,1
NZ78066,76,M,1997-08-07,BC_23,I,Biostatistician I,IA15,2016-05-03,2015-04-22,L,Jade,Investments Only,96486.3756,15746.999999999998,3,1159.3098,522574.25219999993,390366.077409,327276.61035299994,71054.51227182003,5956.463699999999,166342.0077,1,1,-377,10044,1
NZ87900,22,F,2016-04-27,BC_34,E,Senior Editor,IA1,2015-08-18,2014-12-14,L,Jade,Retail,17987.5053,12029.58,2,464.7780000000001,197326.47600000002,201141.119376,224960.46246000004,45653.74091099999,3402.0108000000005,367428.0420000001,1,1,-247,3206,1
NZ47950,52,M,1990-01-18,BC_14,E,Office Assistant III,IA5,2016-02-07,2015-03-10,MR,Jade,Private Bank,302672.56499999994,57277.399999999994,1,11512.746,1580709.5219999999,205369.66705499997,115957.02289499999,19000.186884000002,7278.557999999999,3063954.516,1,5,-334,12802,1
NZ84355,59,M,1997-12-31,BC_33,E,Administrative Officer,IA7,2015-10-11,2014-11-06,H,Silver,Institutional,155402.52959999998,12356.99,2,2494.44,456252.7436999999,334449.40159799997,162936.88795799995,137667.37761504002,38971.3077,643943.0438999999,0,1,-339,9898,1
NZ45102,21,M,1993-09-18,BC_35,I,Physical Therapy Assistant,IA3,2015-09-20,2016-04-06,H,Jade,Investments Only,43815.11680000001,18123.56,1,2300.8440000000005,292482.6268,375603.20506800007,165100.30992000003,193167.3626064,1639.3832000000002,254205.80640000003,0,1,199,11463,1
NZ56828,61,F,2007-08-25,BC_11,A,Accounting Assistant II,IA19,2015-09-20,2015-12-01,MR,Gold,Retail,52253.837999999996,25702.44,2,1879.7346,377449.57680000004,443691.72802800004,395982.940068,71372.34678816001,26090.4618,419656.84560000006,1,1,72,6374,1
NZ28199,56,F,2001-11-25,BC_4,I,Accounting Assistant III,IA22,2015-07-27,2015-07-19,H,Silver,Investments Only,150041.2556,41586.0,1,6302.453999999999,1533133.7489999998,1399795.6799499998,675763.4317,182456.12655900003,3604.526,1156148.771,3,2,-8,8473,1
NZ67109,56,F,2011-10-11,BC_14,M,Computer Systems Analyst III,IA11,2016-02-10,2015-08-05,MR,Jade,Investments Only,86558.08,29076.800000000003,1,2170.28,817889.66,175002.72199999998,80653.4284,69377.16605199999,32342.600000000002,166400.4,3,1,-189,4866,1
NZ85846,28,M,2002-07-18,BC_43,E,Professor,IA5,2016-06-21,2015-05-10,MR,Jade,Private Bank,57359.08799999999,9176.4,1,645.5376,788268.6072,172941.291108,93817.82458799999,21713.739883560007,5011.1784,359030.718,2,1,-408,8238,1
NZ76900,70,M,2001-07-03,BC_20,E,Web Developer III,IA8,2015-06-24,2015-01-29,L,Gold,Commercial,384040.1474000001,12587.12,2,9060.2785,276335.0863,549058.6511410001,328408.912832,193966.51414140005,82736.2627,2431103.9753,0,4,-146,8618,1
NZ87656,27,F,1993-06-18,BC_33,PI,Food Chemist,IA6,2016-05-15,2016-05-17,H,Silver,Investments Only,159512.38290000003,6399.12,1,2280.3846000000003,358797.504,385891.92095999996,264739.80624,211567.489224,10801.2216,683194.3716,1,1,2,11555,1
NZ76306,21,F,2015-03-18,BC_34,PI,Developer IV,IA1,2016-02-09,2015-05-12,L,Jade,Investments Only,61901.372,3418.7200000000003,1,3705.8888,496453.4359999999,616814.9956240001,253485.61463999996,177439.93024800005,10925.5888,1287514.286,0,2,-273,3612,1
NZ42135,30,F,2010-01-20,BC_49,E,Environmental Tech,IA17,2016-07-27,2016-01-31,H,Jade,Retail,84406.7475,15039.0,2,1801.6830000000002,82289.142,357419.79000000004,137469.15,240571.0125,3804.489,257335.65,0,2,-178,5495,1
NZ15894,43,M,2014-05-18,BC_8,A,Human Resources Assistant IV,IA14,2016-05-19,2016-05-25,MR,Jade,Retail,343263.7974,34554.549999999996,1,479.4348,400443.07680000004,380432.81203200005,121933.59360000001,190216.40601600002,8338.293599999999,519790.4556,2,3,6,3916,1
NZ81866,47,M,1992-02-19,BC_21,E,Safety Technician I,IA18,2016-03-04,2015-02-03,H,Jade,Private Bank,281200.9122000001,50842.89000000001,1,2473.1324999999997,824738.5493999999,48331.615247999995,33621.993215999995,40066.20858240001,45966.171599999994,787864.563,1,3,-395,12040,1
NZ69783,26,F,1996-02-20,BC_28,PI,Legal Assistant,IA17,2016-06-04,2016-05-28,H,Gold,Retail,39080.448,20456.920000000002,2,3261.3856,236826.23360000004,118416.322816,82084.041952,51955.16163552,33963.635200000004,167237.8752,2,2,-7,10578,1
NZ67788,40,M,2006-08-10,BC_18,I,Computer Systems Analyst II,IA18,2015-07-25,2015-05-18,MR,Silver,Retail,35113.5,37779.5,2,391.75,404231.0,207152.25,314871.42,97444.41840000001,2637.25,602095.75,2,2,-68,6754,1
NZ29999,19,F,1994-11-19,BC_47,A,Speech Pathologist,IA14,2016-05-14,2016-05-31,H,Silver,Investments Only,141689.80980000002,47517.47,3,8732.908800000001,775554.8724,1838008.1190240001,835458.23592,362031.90223200014,63127.587600000006,2498273.5932,0,3,17,11036,1
NZ50590,51,M,2010-04-16,BC_17,A,Web Designer II,IA5,2016-04-21,2015-05-16,L,Silver,Investments Only,124471.98719999997,23768.64,1,1295.7515999999998,689147.8308,532977.5828519999,197537.146092,145394.79375563996,7110.9324,329405.076,1,1,-341,5409,1
NZ64905,31,F,2014-10-23,BC_20,A,Paralegal,IA12,2016-01-29,2014-12-26,H,Gold,Investments Only,467025.8004,61694.340000000004,1,1953.0,1176441.0720000002,1076630.496,578688.8916,728744.26698,70580.304,1186496.232,3,5,-399,3758,1
NZ50588,68,M,2011-04-26,BC_18,E,Data Coordiator,IA3,2015-08-10,2015-05-20,H,Silver,Retail,59563.840000000004,8380.4,1,3084.2880000000005,238085.63199999998,925053.0918400001,260171.18208,383897.03311360005,19083.776,1244783.6160000002,3,1,-82,5034,1
NZ24058,41,F,1996-09-20,BC_46,A,Budget/Accounting Analyst IV,IA6,2016-01-09,2015-03-02,H,Gold,Investments Only,304960.6706,53267.68,2,4115.743,1029192.0786,437621.19051999995,256054.95190000001,125699.70365999996,32226.865999999998,1302186.4462,1,2,-313,10365,1
NZ87992,36,M,1991-01-15,BC_4,E,Geologist I,IA5,2015-12-07,2015-03-13,H,Jade,Private Bank,276516.44369999995,12269.25,1,6397.146,427468.35599999997,346860.2592,81759.91824,190897.021224,46466.405999999995,1569491.6579999998,1,2,-269,12440,1
NZ90735,80,M,2011-04-16,BC_49,E,Staff Accountant IV,IA4,2015-11-15,2014-11-10,MR,Jade,Retail,109051.9315,20070.28,1,2548.4712,314437.2924,250159.57401600003,73910.783232,135256.73331456,38508.3864,408638.41920000006,0,1,-370,5044,1
NZ18126,63,M,1993-11-21,BC_39,A,Research Assistant III,IA6,2015-10-22,2014-11-30,MR,Silver,Retail,76166.25420000001,4898.79,1,267.8732,1364588.6618000001,61344.464748000006,44443.438746,9802.595081160001,71470.273,1595668.781,0,3,-326,11399,1
NZ95672,55,M,2003-02-24,BC_49,E,Systems Administrator I,IA17,2015-10-12,2016-04-27,MR,Silver,Retail,62219.7912,47300.66,3,3792.736,471715.3224,386699.093152,526710.8337760001,170814.32356127992,30641.8872,527962.8408,3,2,198,8017,1
NZ59778,79,F,2006-10-22,BC_38,M,Professor,IA6,2015-11-19,2016-01-25,H,Silver,Retail,155343.55770000003,60272.100000000006,2,1152.711,565486.3125,114149.55374999999,90118.06875,27335.8141875,61536.915,1850387.409,0,3,67,6681,1
NZ74622,49,M,2002-04-25,BC_48,A,Safety Technician I,IA18,2016-04-27,2015-08-17,H,Jade,Retail,347462.0512,42715.2,1,2469.8256,160930.6512,495285.81062400003,381427.003584,193503.04256447998,53395.2408,464353.2432,1,4,-254,8322,1
NZ40781,81,M,1994-08-20,BC_22,A,Mechanical Systems Engineer,IA16,2016-03-02,2015-09-01,H,Jade,Private Bank,94766.6394,7822.8,1,4469.9776,1202896.8192,1009283.792896,205010.77043200002,431784.22264831996,13635.161600000001,1336414.08,3,2,-183,11127,1
NZ39173,40,F,2004-04-14,BC_1,E,Data Coordiator,IA20,2015-09-13,2014-11-25,H,Silver,Institutional,354296.3328,10313.279999999999,1,1654.128,403093.7568,866009.636352,546410.841984,353723.69789568,28919.116799999996,1267574.3135999998,1,2,-292,7602,1
NZ41835,31,M,2000-02-14,BC_31,M,Staff Accountant IV,IA20,2015-09-29,2015-01-11,H,Jade,Retail,373681.17000000004,48392.1,1,12379.014,742802.94,469244.5408799999,153014.5242,140263.31385,105409.78199999999,2991211.6859999998,2,4,-261,9123,1
NZ13004,83,F,2011-09-15,BC_42,E,Web Designer III,IA20,2015-10-31,2015-11-09,H,Jade,Commercial,358008.0,16942.5,1,4027.815,568206.045,424237.2651000001,507799.15064999997,67492.29217500001,28909.485,695986.8300000001,1,3,9,4892,1
NZ69109,49,F,2005-04-21,BC_49,I,Geological Engineer,IA21,2016-01-01,2016-01-15,H,Gold,Commercial,317479.68120000005,49484.82,1,2589.708,119431.68599999999,859290.27525,478213.71839999995,266305.264434,51445.778999999995,676196.136,0,2,14,7230,1
NZ95810,75,F,1999-03-31,BC_35,I,Administrative Assistant I,IA3,2015-07-31,2015-10-18,H,Gold,Commercial,220526.62739999994,31535.249999999996,1,88.03079999999999,294138.468,1100759.210928,275189.802732,525118.59280296,68948.568,869131.6452,3,2,79,9443,1
NZ81099,48,F,1995-11-04,BC_31,E,Accountant II,IA2,2015-11-30,2016-04-17,H,Jade,Commercial,312028.59690000006,28002.510000000002,1,4229.787600000001,343720.8756,612080.097696,338254.790832,509153.9970571201,43799.94,991953.2160000001,1,3,139,10686,1
NZ76632,28,M,2007-07-29,BC_1,PI,Software Engineer II,IA20,2016-03-08,2015-01-01,L,Jade,Commercial,253368.19160000002,8391.75,3,3024.2058,1765195.1856000002,2087859.949868,677876.6071,711770.437455,89738.74140000001,884619.9208000001,1,2,-432,6401,1
NZ55460,39,F,1993-06-10,BC_48,I,Human Resources Manager,IA12,2016-02-22,2014-12-21,MR,Jade,Investments Only,256652.07950000005,21247.05,1,2448.0204,857452.2066,342515.249372,187830.94320400004,317213.31643452,21356.2596,670331.4636,1,3,-428,11563,1
NZ64186,25,F,2005-02-08,BC_37,E,Geologist I,IA13,2016-06-27,2015-11-27,MR,Silver,Retail,155456.35199999998,56270.88,2,11374.732800000002,850612.7304,2918088.548712,1266340.3135919997,534799.3730155202,96425.3592,426597.1272,3,2,-213,7302,1
NZ65738,41,F,1992-04-11,BC_17,E,Help Desk Operator,IA21,2016-06-16,2016-01-28,MR,Jade,Commercial,110274.56639999998,17670.6,1,2629.152,488286.57599999994,660940.8191999999,468166.41359999997,79312.89830399997,35583.408,734974.1279999999,1,1,-140,11988,1
NZ38016,48,F,2010-05-17,BC_15,A,Design Engineer,IA14,2015-07-03,2015-09-25,MR,Platinum,Private Bank,75703.68000000001,30983.2,1,1499.6480000000001,462891.04,1781157.8022399999,1274449.11712,187942.85775359996,72572.384,2054733.0559999999,2,3,84,5378,1
NZ97456,64,F,2015-07-22,BC_21,E,Research Associate,IA14,2015-08-12,2016-02-23,H,Platinum,Private Bank,184290.8672,36991.36,1,2351.04,386783.04,489242.88,241359.82080000002,104306.58201599997,18244.8,287864.64,0,2,195,3486,1
NZ94167,60,M,1990-09-19,BC_9,E,Financial Analyst,IA18,2015-08-15,2015-06-14,H,Gold,Commercial,302653.20960000006,32413.440000000002,1,6911.6224,1027643.3344,605550.5182719999,208995.311616,392268.1233408,35796.9536,224344.5952,2,2,-62,12558,1
NZ54473,44,M,1995-10-08,BC_49,E,Computer Systems Analyst IV,IA5,2016-04-06,2015-01-02,H,Gold,Private Bank,211242.4275,28260.6,1,2778.237,616290.213,696707.00715,443359.00454999995,396851.549787,44530.0625,1336291.033,0,5,-460,10713,1
NZ32547,17,F,1989-02-15,BC_1,A,Help Desk Technician,IA20,2015-06-19,2015-06-17,H,Jade,Commercial,123939.65999999999,43769.35,1,1731.5174999999997,1876810.69,3498983.5486249994,941105.9199749999,986230.7422917502,94340.84249999998,2627767.2125,1,5,-2,13139,1
NZ78611,40,F,2009-02-18,BC_39,A,Chief Design Engineer,IA3,2015-07-24,2015-01-18,MR,Platinum,Commercial,52433.52480000001,15258.240000000002,1,1205.9766,184632.0264,46784.32203599999,55657.210697999995,26755.792447140004,1485.8208000000002,279016.7256,1,1,-187,5831,1
NZ15955,20,F,2008-08-25,BC_20,A,Programmer Analyst IV,IA20,2016-07-29,2015-04-23,MR,Jade,Retail,175521.3603,9585.66,2,3226.2383999999997,214473.2352,1065362.135208,532681.067604,288300.03903792,23692.048799999997,1671865.8978,2,4,-463,6008,1
NZ15581,35,F,2007-06-14,BC_14,PI,Financial Advisor,IA7,2015-12-15,2014-12-14,MR,Silver,Retail,352957.968,64102.72,1,4321.768,882153.6240000001,469038.8750080001,161013.34515200002,98288.14634496001,18318.872000000003,2186957.2912000003,2,4,-366,6446,1
NZ29679,33,M,2010-06-17,BC_18,I,Software Engineer III,IA16,2016-01-04,2015-11-08,H,Gold,Investments Only,274096.63190000004,11739.91,2,4556.6521,290026.737,484808.703379,239256.24322600002,249833.88766336004,59326.166900000004,480522.54250000004,3,4,-57,5347,1
NZ30445,37,M,2001-06-27,BC_19,PI,Junior Executive,IA6,2016-07-12,2015-02-26,H,Silver,Investments Only,271874.74299999996,22229.62,1,5568.7876,999814.278,941401.349488,460468.05138,365816.28526300006,33233.1416,433363.6908,3,2,-502,8624,1
NZ90272,45,M,2006-01-10,BC_12,A,Database Administrator III,IA18,2015-06-22,2016-04-29,H,Gold,Investments Only,175522.5084,63412.96,1,4634.557199999999,938338.9823999999,1065811.1321999999,317475.65640000004,955148.1891119998,66724.52759999999,250774.57239999998,3,4,312,6966,1
NZ25035,65,F,1989-07-08,BC_49,A,Research Associate,IA22,2016-06-18,2016-04-07,MR,Jade,Retail,268391.397,42700.950000000004,3,4490.6724,1176709.8420000002,1827640.0681920003,609213.356064,649827.5798016,23319.1548,1900317.7692000002,1,5,-72,12996,1
NZ25593,56,F,2011-11-05,BC_37,I,Systems Administrator IV,IA21,2016-02-28,2015-03-05,MR,Gold,Retail,147925.26,70885.8,2,4771.4400000000005,1070645.7600000002,699992.0640000001,533743.9488,208160.140032,32094.0,1732155.84,1,4,-360,4841,1
NZ79190,63,M,1997-06-02,BC_19,A,Research Assistant I,IA9,2015-12-27,2015-10-14,H,Jade,Retail,60986.652799999996,24094.8,1,2322.5676,668879.5416,1073972.857104,772506.7919519999,181444.8879633601,33764.542799999996,310784.0868,2,2,-74,10110,1
NZ31341,45,F,1997-06-20,BC_16,A,Budget/Accounting Analyst III,IA19,2016-06-26,2015-11-12,L,Gold,Investments Only,204585.56160000004,53799.560000000005,3,43.6832,350035.9636,359180.22742400004,216492.191872,181853.44117248003,27853.004,226370.31360000002,0,2,-227,10092,1
NZ49233,48,F,2002-04-22,BC_38,I,Computer Systems Analyst I,IA13,2015-07-21,2015-05-24,H,Jade,Private Bank,294392.384,29599.72,1,125.1872,533201.8184,243942.31692799993,197677.394752,180559.37354688003,28223.101599999998,1004235.8496,3,3,-58,8325,1
NZ82834,37,M,1991-08-20,BC_40,E,Analog Circuit Design manager,IA14,2016-04-19,2015-05-26,H,Jade,Retail,165050.6319,13828.65,1,6542.4261,243394.58430000002,2069961.097491,680725.461591,786446.2934829902,79502.079,1209823.827,1,4,-329,12223,1
NZ64549,77,F,2010-05-31,BC_27,E,Human Resources Manager,IA9,2015-06-28,2016-04-22,L,Gold,Retail,295482.45759999997,53716.96,1,2226.5935999999997,274761.43200000003,116494.449632,124010.22057600002,60689.85037279999,175.13760000000002,564437.3856,3,4,299,5364,1
NZ63160,84,F,1998-11-27,BC_44,PI,Web Designer IV,IA2,2016-03-10,2015-11-23,MR,Jade,Retail,93650.6571,8067.48,1,7483.601999999999,1489763.7647999998,385805.42534399993,246662.48505599998,64701.46723392001,23952.577199999996,1116161.1395999999,1,2,-108,9567,1
NZ99412,55,F,1992-11-25,BC_13,E,Database Administrator III,IA9,2016-04-11,2015-09-09,H,Jade,Investments Only,77959.98079999999,5382.4,2,2690.2545999999998,671360.6835999999,2253058.982972,952635.6773639999,699355.556795,60745.48219999999,2207401.8623999995,0,2,-215,11760,1
NZ41977,75,F,2014-08-14,BC_10,PI,Human Resources Assistant III,IA6,2016-01-26,2015-05-05,MR,Silver,Institutional,116049.969,43763.58,2,646.38,278395.5825,170837.09999999998,66057.012,121294.34100000001,5379.885,974568.105,1,2,-266,3828,1
NZ54849,79,F,1991-04-21,BC_35,A,Engineer I,IA18,2016-06-19,2015-12-26,MR,Jade,Commercial,116714.92250000002,13955.7,1,2723.7375,516023.36500000005,880569.5855,352227.8342,185658.15518800003,65938.3175,2117997.035,1,2,-176,12344,1
NZ73662,23,F,1995-07-19,BC_35,A,Computer Systems Analyst I,IA16,2016-03-10,2015-07-21,L,Silver,Retail,357836.9184,44869.68,1,10100.375999999998,1483140.8591999998,203097.34130399994,88056.189936,55589.020549919995,40711.4136,857606.3496,0,2,-233,10794,1
NZ58104,76,F,2000-07-23,BC_12,E,Speech Pathologist,IA16,2015-12-09,2016-04-06,L,Platinum,Retail,355665.1875,33963.75,1,5924.1,985822.4249999999,1218185.0457,435066.0877499999,719102.0907525,69306.825,1015033.53,1,3,119,8963,1
NZ42259,32,M,2005-09-30,BC_41,E,Database Administrator III,IA17,2016-01-26,2015-05-20,H,Gold,Commercial,311721.03,14891.4,1,5528.016,1453594.896,859353.80544,479255.00688,260285.04684000008,71447.68800000001,1468403.352,0,4,-251,7068,1
NZ96983,22,M,2009-10-13,BC_44,A,Project Manager,IA4,2016-04-24,2015-10-11,L,Jade,Commercial,57955.114799999996,14284.58,1,2026.863,569742.417,1100932.884,260961.86880000005,682089.084576,33544.557,230177.45700000002,3,1,-196,5594,1
NZ15092,77,F,1998-09-03,BC_12,I,Editor,IA22,2016-03-20,2015-03-30,MR,Silver,Retail,210595.72799999997,28588.559999999998,1,8276.839199999999,784128.828,2080505.7114239996,703269.5362559999,396175.17209088,30445.0272,299258.01359999995,1,4,-356,9652,1
NZ52181,73,F,2013-08-17,BC_17,A,Food Chemist,IA16,2016-04-15,2015-08-05,H,Jade,Retail,439388.9175,46346.7,1,855.6460000000001,1428253.218,1051950.52528,400198.5694,624309.768264,21641.114,1061775.404,1,5,-254,4190,1
NZ14614,65,M,2015-05-06,BC_42,E,Staff Accountant II,IA16,2016-05-08,2016-03-08,MR,Jade,Retail,130987.36439999999,41223.7,1,4484.2606,529607.9285999999,589706.0906059999,631234.688536,101662.00773263999,49008.51679999999,544902.0669999999,2,5,-61,3563,1
NZ75661,78,M,2005-06-04,BC_48,A,Database Administrator II,IA7,2016-06-01,2015-10-12,L,Jade,Retail,169936.36289999998,7795.799999999999,1,3232.5164,994804.7849999999,638808.8651599999,453108.6136599999,301280.0880336,41118.4146,434504.79179999995,2,2,-233,7186,1
NZ63878,81,M,1999-12-17,BC_31,A,Media Manager III,IA18,2015-09-03,2016-05-17,H,Silver,Commercial,440439.33119999996,36666.96,1,3399.176,1250526.42,1169638.9892,406295.64888,775409.0898928,53226.448,211540.604,2,4,257,9182,1
NZ60682,46,F,1997-04-25,BC_6,E,Health Coach III,IA12,2016-07-27,2015-07-21,H,Silver,Retail,407606.8728,31157.8,1,4901.7936,994316.5716,302004.92995200003,274549.93632,166560.29470080003,49432.8516,914353.6512000001,1,4,-372,10148,1
NZ71119,71,M,1999-02-28,BC_33,I,Staff Scientist,IA8,2016-05-08,2016-03-27,MR,Silver,Investments Only,116733.045,45004.700000000004,2,7012.6810000000005,1369673.318,418166.68191999994,226802.26815999998,127576.27584,34458.242,401783.746,1,2,-42,9474,1
NZ31796,26,M,2010-03-06,BC_27,E,Account Executive,IA15,2016-07-01,2016-04-02,H,Jade,Investments Only,67276.77959999998,38611.96,1,1563.0457,529250.5851,135237.780312,88680.51168,87793.7065632,29212.003299999997,614445.3933,2,2,-90,5450,1
NZ15290,79,F,2014-08-01,BC_6,A,Database Administrator II,IA17,2015-06-22,2015-02-02,L,Silver,Retail,227427.29640000002,24462.81,2,264.7728,915680.5704,96740.84275199998,55088.53545599999,41222.34799488,41414.7816,418918.392,0,3,-140,3841,1
NZ69222,56,M,2010-04-12,BC_16,A,Accounting Assistant I,IA12,2016-02-24,2016-03-25,H,Silver,Retail,51486.6408,3271.8,1,649.2528,772340.31,412699.06490399997,114638.62914,210771.3081474,17877.9132,232139.9556,1,1,30,5413,1
NZ41761,45,M,2015-04-05,BC_19,A,Civil Engineer,IA16,2016-04-20,2016-02-26,H,Jade,Private Bank,145733.4375,42675.0,2,6157.462500000001,1213139.8125,801883.5300000001,328390.398,326481.15150000004,12662.212500000001,1490464.2375,1,3,-54,3594,1
NZ65488,41,F,1995-01-23,BC_26,I,Accountant II,IA19,2016-03-24,2015-10-31,L,Silver,Commercial,91981.56240000001,8266.7,2,54.418,0.0,202898.0044,130434.4314,153043.066176,11058.866,302676.556,1,1,-145,10971,1
NZ99221,39,M,1994-07-19,BC_15,E,Research Assistant II,IA15,2015-07-08,2015-07-26,H,Jade,Retail,221101.23840000003,42077.04,2,9935.616000000002,1179223.36,137423.97440000004,25766.9952,75153.73600000002,1963.8400000000001,1599843.0720000002,3,2,18,11159,1
NZ71359,51,M,2000-01-22,BC_26,PI,Staff Accountant III,IA19,2016-04-12,2015-12-21,H,Silver,Retail,56751.754799999995,44945.219999999994,1,5764.8258,916908.5285999998,118377.03452399999,76596.90469200001,39853.60162307999,63313.1442,1774345.2533999998,0,2,-113,9146,1
NZ82515,43,M,1990-05-30,BC_34,E,Administrative Officer,IA7,2015-06-03,2015-06-04,L,Silver,Investments Only,217040.02320000003,46771.270000000004,1,558.285,232807.12,281401.575,151956.85050000003,451930.92945,28197.715,996154.25,0,4,1,12670,1
NZ85958,42,F,1996-12-26,BC_30,E,Developer II,IA12,2015-12-22,2014-12-16,H,Jade,Retail,346305.70170000003,22081.79,1,732.0784,1568709.3364000001,1118447.011417,634170.9858550001,586319.9023768499,492.08099999999996,1784867.5702,3,4,-371,10268,1
NZ68750,61,M,1994-10-22,BC_28,E,Programmer IV,IA2,2015-12-09,2014-12-21,MR,Gold,Private Bank,81243.9072,13675.96,1,3895.8692,766963.0888,444257.947864,390080.1493439999,148663.87913888003,34909.7944,656503.0207999999,0,2,-353,11064,1
NZ91822,58,F,2015-04-29,BC_15,E,Technical Writer,IA1,2016-05-02,2014-12-24,H,Platinum,Private Bank,184460.64000000004,5971.84,2,3397.7776000000003,1177332.9176,77019.88716800002,31271.232384000006,31433.37951488,47875.744000000006,1890384.3280000004,2,2,-495,3570,1
NZ80931,25,F,2012-08-15,BC_36,A,Actuary,IA16,2016-03-28,2015-12-02,MR,Gold,Investments Only,91923.1716,1662.84,1,3999.3596,328211.75600000005,563246.333856,190285.92359999998,207411.656724,8284.0928,208974.22400000002,2,1,-117,4557,1
NZ20616,38,F,2006-06-16,BC_45,I,Accountant II,IA5,2015-07-04,2014-12-01,MR,Jade,Retail,342649.03400000004,54620.020000000004,1,1371.6339,2012623.1853000002,2603230.6252679997,886206.1703039999,547232.3101627199,56366.583,1928415.8985000001,0,4,-215,6809,1
NZ59654,60,M,1990-11-28,BC_22,PI,Database Administrator I,IA11,2016-04-30,2015-12-21,H,Gold,Private Bank,153118.3134,7345.650000000001,1,386.6967,476536.8114,31217.838912,20811.892608000002,21988.2169728,10093.4028,375326.9559,2,1,-131,12488,1
NZ56699,45,F,2014-12-29,BC_13,E,Statistician IV,IA10,2016-03-01,2016-02-28,H,Jade,Investments Only,124830.45120000001,17836.56,1,843.696,66111.39360000001,357447.8093760001,213315.62817600003,319627.52502912,25951.116800000003,853225.9456000001,0,2,-2,3691,1
NZ45574,55,F,2001-11-18,BC_15,E,Technical Writer,IA18,2016-05-18,2016-03-24,L,Jade,Investments Only,80104.86959999999,31921.26,1,7.497,215709.8958,38471.75514,64119.5919,8825.873238,14874.6906,465264.2484,0,1,-55,8480,1
NZ46000,62,F,1998-09-23,BC_39,A,Recruiter,IA1,2016-07-01,2015-08-21,MR,Gold,Investments Only,95522.35680000001,25063.350000000002,1,1245.5586,270996.6402,171005.23440000002,158050.2924,79828.35260400001,11632.420800000002,660230.4852000001,3,1,-315,9632,1
NZ72516,80,F,2004-02-12,BC_44,I,Media Manager I,IA4,2016-05-28,2015-08-29,H,Jade,Commercial,35717.9522,25180.61,1,4212.4173,0.0,561513.286425,197455.22160000002,427984.19281800004,29525.7144,914946.669,2,2,-273,7664,1
NZ35302,78,F,2012-02-16,BC_24,E,Product Engineer,IA12,2016-05-23,2015-02-19,H,Jade,Retail,209541.00480000002,20205.12,1,988.848,69727.05599999998,349744.28159999993,394711.40352,72397.06629119998,3322.3679999999995,503201.66399999993,0,2,-459,4738,1
NZ80068,43,F,2016-05-10,BC_13,E,Geologist III,IA11,2015-10-13,2015-12-23,MR,Jade,Retail,229059.96750000003,35876.79,1,10358.0692,664298.7234,2093007.3730640002,582862.812752,801171.4298918401,47743.3024,1631733.387,3,4,71,3193,1
NZ53480,61,F,1999-02-28,BC_23,M,Project Manager,IA9,2015-12-26,2015-07-18,H,Jade,Retail,116813.4825,35734.4,1,8294.26,1512494.373,455464.40758,233971.44225000002,66291.9086375,10038.521999999999,1088475.479,1,2,-161,9474,1
